timestep	potential_energy
0	0
5000	2561.914172
10000	-7570.016598
15000	-17208.42821
20000	-27778.80567
25000	-37063.65995
30000	-44205.93848
35000	-49208.43302
40000	-53234.13458
45000	-55346.03745
50000	-56982.63634
55000	-59622.80176
60000	-61583.2713
65000	-62690.52604
70000	-63617.70184
75000	-64337.57101
80000	-65282.10839
85000	-65631.37484
90000	-66323.95262
95000	-66652.61972
100000	-66843.44968
105000	-67151.98787
110000	-67685.66558
115000	-67995.66313
120000	-68556.61896
125000	-68763.00709
130000	-69000.42285
135000	-69124.74075
140000	-69485.2118
145000	-69832.67772
150000	-70045.59445
155000	-70227.5963
160000	-70379.73478
165000	-70499.96546
170000	-70599.94105
175000	-71300.56149
180000	-71527.9143
185000	-71876.9907
190000	-72208.16771
195000	-72419.66375
200000	-72462.44709
205000	-72433.9904
210000	-72740.79955
215000	-72930.56651
220000	-73333.32027
225000	-73650.83508
230000	-73821.61646
235000	-73813.39978
240000	-73805.53657
245000	-73886.78943
250000	-73951.20529
255000	-74309.98232
260000	-74291.94261
265000	-74146.53313
270000	-74281.40883
275000	-74326.93507
280000	-74342.2173
285000	-74421.15442
290000	-74510.3297
295000	-74557.24436
300000	-74602.60914
305000	-74778.97207
310000	-74795.28498
315000	-74811.95003
320000	-74938.97022
325000	-74954.51474
330000	-75138.53833
335000	-75247.92182
340000	-75326.53823
345000	-75286.61351
350000	-75281.46354
355000	-75297.19607
360000	-75400.40873
365000	-75410.92649
370000	-75467.96901
375000	-75551.95709
380000	-75711.28081
385000	-75813.76971
390000	-75951.53239
395000	-76140.85507
400000	-76241.18733
405000	-76321.44445
410000	-76370.09201
415000	-76356.8367
420000	-76328.14079
425000	-76392.8247
430000	-76339.94398
435000	-76410.88734
440000	-76474.9666
445000	-76735.94109
450000	-76776.78484
455000	-76818.98352
460000	-76833.25841
465000	-76942.35146
470000	-76966.39381
475000	-76873.65779
480000	-76903.69197
485000	-76936.63259
490000	-77066.08828
495000	-77110.49658
