time_min,saxs_index,dls_index,sim_frame_index,sim_frame,saxs_distance,dls_distance,combined
10.0,0,1,0,0,0.014377824599647695,0.7188233274812179,0.014377824599647695
20.0,1,3,9,9,0.010590233662566792,0.379520360696892,0.010590233662566792
30.0,2,5,11,11,0.007912700557900592,0.406981677525472,0.007912700557900592
40.0,3,7,12,12,0.005657286685634336,0.3902872511593916,0.005657286685634336
50.0,4,9,14,14,0.006055857189726511,0.41402995528206266,0.006055857189726511
60.0,5,11,15,15,0.006304164492813281,0.8140762819399507,0.006304164492813281
70.0,6,13,16,16,0.004637963158319066,0.9393252054126766,0.004637963158319066
80.0,7,15,17,17,0.006129665336007103,0.9055558366005199,0.006129665336007103
90.0,8,17,19,19,0.008490089891870311,0.9667629914935395,0.008490089891870311
