timestep	potential_energy
0	0
5000	-4935.632261
10000	-61932.96925
15000	-119688.0106
20000	-160881.0399
25000	-186790.8641
30000	-201337.1141
35000	-210157.5243
40000	-217729.4269
45000	-222746.4969
50000	-226716.9229
55000	-231948.5534
60000	-235992.5135
65000	-240376.3117
70000	-242190.835
75000	-243953.7453
80000	-246116.775
85000	-247638.7393
90000	-249455.6565
95000	-250388.1797
100000	-252687.7515
105000	-254305.5943
110000	-256094.0276
115000	-257137.1212
120000	-258773.1949
125000	-259252.6766
130000	-260171.4678
135000	-260558.686
140000	-260960.7693
145000	-261344.7435
150000	-261674.7571
155000	-262051.4884
160000	-262253.6188
165000	-264158.53
170000	-265938.9796
175000	-266252.6925
180000	-268376.6634
185000	-269585.6966
190000	-270218.349
195000	-271262.6862
200000	-271334.795
205000	-271436.695
210000	-271903.5165
215000	-272150.0894
220000	-272886.9786
225000	-273404.2632
230000	-273559.9854
235000	-273627.4325
240000	-273696.5771
245000	-273903.3017
250000	-274146.8597
255000	-274212.6584
260000	-274658.0022
265000	-274786.9196
270000	-274953.9256
275000	-275275.6411
280000	-276772.4541
285000	-277034.689
290000	-277282.1183
295000	-278059.8587
300000	-278497.4589
305000	-278577.5894
310000	-278737.2836
315000	-278732.9269
320000	-279063.9761
325000	-279499.2147
330000	-279648.9995
335000	-279821.9056
340000	-280667.0511
345000	-281123.3049
350000	-281277.6616
355000	-281372.4575
360000	-281400.927
365000	-282434.3327
370000	-282632.1681
375000	-283003.4146
380000	-283501.0913
385000	-283839.5645
390000	-284021.4839
395000	-284443.3068
400000	-284909.9997
405000	-285446.0923
410000	-285934.491
415000	-286107.8408
420000	-286636.7549
425000	-286582.6849
430000	-286990.317
435000	-288314.8447
440000	-288807.6647
445000	-288874.6203
450000	-289195.452
455000	-289556.8097
460000	-289630.0854
465000	-289568.9622
470000	-289558.9013
475000	-289548.6867
480000	-289549.4587
485000	-289925.7424
490000	-291210.9526
495000	-291351.3377
