timestep	potential_energy
0	0
5000	-724.479218
10000	-25873.37149
15000	-53798.67211
20000	-82410.92046
25000	-106555.1173
30000	-124373.4989
35000	-141458.4632
40000	-150518.4087
45000	-158695.3284
50000	-166231.5988
55000	-171297.0672
60000	-174395.0096
65000	-177913.11
70000	-181770.365
75000	-183960.4851
80000	-186834.3744
85000	-189157.7648
90000	-191948.2976
95000	-193703.959
100000	-196358.4545
105000	-198421.2659
110000	-200188.8157
115000	-200770.2999
120000	-201321.9031
125000	-202011.5321
130000	-202156.0047
135000	-202345.9479
140000	-203256.9086
145000	-204376.6838
150000	-205087.9659
155000	-205842.0517
160000	-205956.9284
165000	-206838.7615
170000	-207139.8984
175000	-208242.7357
180000	-209149.9886
185000	-210220.83
190000	-211672.0663
195000	-213100.4817
200000	-213449.3757
205000	-214290.6702
210000	-214715.1271
215000	-215544.5899
220000	-216425.2231
225000	-216568.2071
230000	-216984.8755
235000	-217762.1178
240000	-217983.9016
245000	-218065.134
250000	-218111.2259
255000	-218473.6035
260000	-218997.8466
265000	-219083.8053
270000	-219084.017
275000	-219181.4556
280000	-219416.3841
285000	-219909.5655
290000	-220198.7225
295000	-220379.4924
300000	-221043.8675
305000	-221507.3363
310000	-221809.6408
315000	-222482.1139
320000	-222633.2061
325000	-222558.3673
330000	-222644.0322
335000	-222577.9794
340000	-222786.6525
345000	-222777.6209
350000	-222985.2826
355000	-223316.758
360000	-223396.045
365000	-223430.4021
370000	-223587.475
375000	-223996.6604
380000	-224527.8306
385000	-224495.7962
390000	-224454.0642
395000	-224528.8325
400000	-224484.5107
405000	-224529.4781
410000	-224602.6898
415000	-225155.4126
420000	-225180.2055
425000	-225114.181
430000	-225122.979
435000	-225192.9091
440000	-225212.4232
445000	-225116.6665
450000	-225144.4506
455000	-225147.7157
460000	-225184.3098
465000	-225171.2554
470000	-225109.6123
475000	-225354.7866
480000	-225799.3708
485000	-226163.303
490000	-226147.995
495000	-226232.5673
