timestep	potential_energy
0	0
5000	-892.1004042
10000	-22132.11344
15000	-43875.62775
20000	-68179.67091
25000	-90638.85041
30000	-108880.9266
35000	-121183.7542
40000	-129937.6468
45000	-137679.6992
50000	-143795.477
55000	-148013.1979
60000	-152088.996
65000	-155674.2177
70000	-158750.0169
75000	-161919.9033
80000	-163964.4441
85000	-166088.4958
90000	-168245.9755
95000	-170278.2306
100000	-172404.1652
105000	-173609.912
110000	-174198.4617
115000	-175260.2019
120000	-175952.1062
125000	-176579.7077
130000	-177617.5676
135000	-177897.3631
140000	-178603.6289
145000	-179051.2896
150000	-180360.7805
155000	-180707.3911
160000	-181564.8169
165000	-182116.2541
170000	-182599.9935
175000	-182997.461
180000	-183360.0857
185000	-184310.7937
190000	-184879.2462
195000	-185227.6557
200000	-185938.6324
205000	-186307.3981
210000	-186885.2344
215000	-187327.5967
220000	-187494.0763
225000	-187749.4814
230000	-188036.8942
235000	-188423.1833
240000	-188564.1241
245000	-188892.3115
250000	-189041.7229
255000	-189590.3552
260000	-190112.9009
265000	-190700.1459
270000	-190916.1043
275000	-191051.3775
280000	-192221.9067
285000	-192522.1484
290000	-193190.0501
295000	-193590.2281
300000	-193687.1485
305000	-194451.7239
310000	-194605.6007
315000	-194554.6566
320000	-194637.6449
325000	-194589.1517
330000	-194698.3628
335000	-194644.731
340000	-194582.4079
345000	-194609.9445
350000	-194771.7829
355000	-194890.969
360000	-194973.891
365000	-194907.2411
370000	-195306.9128
375000	-195614.54
380000	-195725.8733
385000	-195653.7149
390000	-196192.7598
395000	-196284.5315
400000	-196285.3512
405000	-196306.7168
410000	-196368.7177
415000	-196488.8057
420000	-196560.885
425000	-196726.3689
430000	-197173.1158
435000	-197188.9255
440000	-197232.0039
445000	-197199.4634
450000	-197395.4153
455000	-197683.2758
460000	-197771.1816
465000	-197765.8626
470000	-197661.9974
475000	-197652.702
480000	-197761.4866
485000	-197798.2459
490000	-197750.7992
495000	-197854.9421
