timestep	potential_energy
0	0
5000	1930.483365
10000	-19261.9471
15000	-38332.51661
20000	-57307.84142
25000	-77751.65687
30000	-95668.48933
35000	-112237.6313
40000	-128043.1732
45000	-142910.9054
50000	-154681.9742
55000	-166707.2833
60000	-174987.1271
65000	-183843.2219
70000	-191867.2337
75000	-196968.9151
80000	-202775.0348
85000	-208140.9468
90000	-212117.0583
95000	-215081.401
100000	-218945.0279
105000	-221348.7856
110000	-224642.2516
115000	-227134.3458
120000	-228512.8881
125000	-230830.328
130000	-233501.5046
135000	-235479.6153
140000	-237955.2336
145000	-241943.1524
150000	-245418.6603
155000	-248360.797
160000	-251347.5223
165000	-253259.5233
170000	-255587.0943
175000	-257650.1888
180000	-259369.8422
185000	-260819.8604
190000	-261613.1183
195000	-262699.865
200000	-263403.502
205000	-264706.0975
210000	-265980.1343
215000	-267190.6925
220000	-268274.3353
225000	-268967.3999
230000	-269023.8621
235000	-269551.5849
240000	-269546.8455
245000	-270544.5259
250000	-271231.8194
255000	-271978.6261
260000	-272468.8872
265000	-272533.181
270000	-272990.7531
275000	-273487.6712
280000	-274084.8754
285000	-274717.3198
290000	-275487.7963
295000	-275673.7729
300000	-276832.0801
305000	-278187.0757
310000	-280258.0946
315000	-281034.2095
320000	-282715.3447
325000	-283650.0032
330000	-283636.322
335000	-284152.2429
340000	-284859.8703
345000	-284971.6186
350000	-285602.4035
355000	-286764.5551
360000	-287778.0868
365000	-288757.8942
370000	-289208.5134
375000	-289470.644
380000	-289684.5746
385000	-289711.3693
390000	-290317.2678
395000	-290701.3223
400000	-291154.9661
405000	-292267.4324
410000	-292846.5101
415000	-293370.0332
420000	-293862.7154
425000	-293779.3137
430000	-293951.9504
435000	-293893.4288
440000	-294731.8276
445000	-295788.2328
450000	-296316.89
455000	-296469.1395
460000	-296924.8951
465000	-296983.0633
470000	-297027.8031
475000	-297636.1036
480000	-297850.751
485000	-298699.1031
490000	-298734.9848
495000	-299174.1828
