timestep	potential_energy
0	0
5000	-1356.799189
10000	-25006.13291
15000	-50823.31887
20000	-77214.2057
25000	-100307.5551
30000	-122763.5027
35000	-143837.1749
40000	-164967.5325
45000	-178191.901
50000	-193564.5825
55000	-204589.8586
60000	-216072.0468
65000	-226320.4046
70000	-233588.1088
75000	-241194.2179
80000	-246252.152
85000	-252482.7263
90000	-259078.8758
95000	-265978.219
100000	-271539.7446
105000	-279070.5858
110000	-283365.5597
115000	-286801.6137
120000	-290213.6838
125000	-293921.1853
130000	-298324.9441
135000	-301174.3401
140000	-305275.2121
145000	-307190.4689
150000	-308973.5202
155000	-312092.1136
160000	-315001.8552
165000	-317156.7016
170000	-319131.8881
175000	-320112.0577
180000	-320956.8408
185000	-322054.6176
190000	-324276.7585
195000	-325393.4019
200000	-325742.9394
205000	-326874.5353
210000	-328540.0524
215000	-329543.0566
220000	-330119.787
225000	-330901.5751
230000	-331638.3061
235000	-333415.8205
240000	-334679.8864
245000	-335404.1312
250000	-336433.0934
255000	-336717.9931
260000	-336716.0285
265000	-337575.8949
270000	-337882.5789
275000	-338162.5946
280000	-340287.256
285000	-341987.5476
290000	-343968.3805
295000	-344213.9246
300000	-344877.0414
305000	-344952.005
310000	-346205.9094
315000	-346566.9475
320000	-347071.1643
325000	-347311.4637
330000	-348382.4221
335000	-348730.7982
340000	-348967.6544
345000	-349483.2263
350000	-350030.5235
355000	-350655.223
360000	-351100.4348
365000	-352286.3958
370000	-353937.4028
375000	-354853.4416
380000	-355570.6978
385000	-356043.9191
390000	-356675.6772
395000	-356897.2299
400000	-358154.2345
405000	-358410.8131
410000	-359437.655
415000	-359845.3951
420000	-360157.1679
425000	-360595.6853
430000	-361064.9148
435000	-361867.124
440000	-362763.9617
445000	-363946.1991
450000	-363906.3711
455000	-364392.9793
460000	-364995.7988
465000	-365984.4253
470000	-367025.7258
475000	-367272.7032
480000	-367315.1187
485000	-367993.2622
490000	-368197.1449
495000	-369006.3236
