timestep	potential_energy
0	0
5000	-7393.980092
10000	-123087.5252
15000	-229811.8406
20000	-308827.0991
25000	-387076.5633
30000	-443045.0481
35000	-479644.6104
40000	-506357.6508
45000	-527111.18
50000	-541656.5725
55000	-552486.8619
60000	-561994.4297
65000	-569559.2265
70000	-578630.4469
75000	-589575.6655
80000	-598791.1651
85000	-603917.509
90000	-610988.2409
95000	-617172.9481
100000	-621716.1992
105000	-628135.2069
110000	-632610.8179
115000	-636518.5595
120000	-637246.0087
125000	-641718.069
130000	-643206.0299
135000	-645098.0582
140000	-647486.1007
145000	-649215.3809
150000	-651361.9091
155000	-652857.169
160000	-653788.67
165000	-653788.7424
170000	-655892.2992
175000	-656966.606
180000	-658616.3231
185000	-658869.2022
190000	-658852.4483
195000	-661232.7915
200000	-661487.2793
205000	-661457.8331
210000	-661424.4449
215000	-661417.8442
220000	-661931.257
225000	-665182.1586
230000	-665362.9672
235000	-666281.3882
240000	-667909.9934
245000	-668742.9945
250000	-669276.7341
255000	-669698.6311
260000	-670329.8138
265000	-670371.5769
270000	-670950.308
275000	-671434.9672
280000	-671489.3581
285000	-671606.0115
290000	-672133.3055
295000	-672484.6665
300000	-673615.9976
305000	-674694.2636
310000	-675434.9086
315000	-677519.1021
320000	-678334.191
325000	-678741.6945
330000	-679216.2394
335000	-679273.6019
340000	-679296.7919
345000	-679272.2137
350000	-679928.7678
355000	-680447.1571
360000	-680571.1449
365000	-682434.9365
370000	-682482.6576
375000	-684091.7932
380000	-684082.5303
385000	-684118.509
390000	-684881.359
395000	-685075.881
400000	-684989.4676
405000	-685164.9224
410000	-685180.6568
415000	-685113.5363
420000	-685177.1184
425000	-685337.782
430000	-685372.0657
435000	-685867.3895
440000	-685852.9834
445000	-685821.7823
450000	-686122.1206
455000	-686282.873
460000	-686317.7265
465000	-686414.9603
470000	-686319.2918
475000	-686184.6152
480000	-686297.3657
485000	-686312.9572
490000	-686330.8385
495000	-686318.6392
