timestep	potential_energy
0	0
5000	-3165.792934
10000	-62867.07489
15000	-116481.8271
20000	-168757.3366
25000	-212885.0272
30000	-241211.0475
35000	-257625.6407
40000	-268802.9435
45000	-281027.1099
50000	-290276.1072
55000	-297508.3031
60000	-304559.2099
65000	-310158.4613
70000	-316293.7958
75000	-318973.2067
80000	-322829.5187
85000	-326750.0207
90000	-329951.82
95000	-331421.6462
100000	-333792.3625
105000	-335273.2858
110000	-337212.2658
115000	-339479.8713
120000	-342550.6543
125000	-345420.3948
130000	-346351.7565
135000	-347889.7714
140000	-350140.6622
145000	-352574.8317
150000	-354703.0824
155000	-355610.7127
160000	-356655.5055
165000	-359048.1903
170000	-359561.0975
175000	-361189.9472
180000	-363198.8678
185000	-363358.6067
190000	-363316.0782
195000	-364016.1606
200000	-364187.4324
205000	-367671.7653
210000	-368595.6923
215000	-368880.5328
220000	-369603.9358
225000	-371644.3751
230000	-372758.0543
235000	-373204.4943
240000	-373409.5269
245000	-373590.3795
250000	-374525.1647
255000	-376578.5465
260000	-376458.4545
265000	-376547.2916
270000	-377459.7682
275000	-377985.0286
280000	-378064.66
285000	-378617.6406
290000	-378871.8719
295000	-379763.6708
300000	-379822.7627
305000	-379835.5054
310000	-379761.0506
315000	-379815.9757
320000	-380430.9517
325000	-381394.8584
330000	-381651.2342
335000	-381584.9649
340000	-381639.5003
345000	-381607.0059
350000	-382301.2458
355000	-383026.0769
360000	-383131.5639
365000	-383056.1682
370000	-383098.527
375000	-383311.0941
380000	-383855.6245
385000	-383861.3404
390000	-384408.8863
395000	-384320.2496
400000	-384609.9751
405000	-384606.8167
410000	-384621.3352
415000	-385270.0573
420000	-385309.9449
425000	-385379.9682
430000	-385405.628
435000	-385423.6622
440000	-385365.0469
445000	-385386.5325
450000	-385414.3622
455000	-385578.1043
460000	-386688.093
465000	-386761.7107
470000	-386760.2448
475000	-386714.9247
480000	-386682.746
485000	-386713.0157
490000	-386741.422
495000	-386620.0797
