timestep	potential_energy
0	0
5000	-406.0303093
10000	-12724.30159
15000	-27778.68296
20000	-42851.849
25000	-59020.9994
30000	-70791.71023
35000	-79166.9516
40000	-84384.58578
45000	-90372.0026
50000	-95059.41054
55000	-97616.11323
60000	-99591.53365
65000	-101807.6171
70000	-103489.4993
75000	-104657.0059
80000	-105735.3231
85000	-107407.1509
90000	-109251.5503
95000	-110756.8108
100000	-112027.1005
105000	-113586.3971
110000	-114629.0777
115000	-115361.0511
120000	-115978.7837
125000	-116816.133
130000	-117764.6409
135000	-118128.9886
140000	-118624.4689
145000	-119336.9664
150000	-119719.7036
155000	-120188.6929
160000	-120743.3934
165000	-121189.3013
170000	-121593.542
175000	-121921.9508
180000	-122180.4365
185000	-122796.293
190000	-123338.8303
195000	-123674.0554
200000	-124055.1213
205000	-124162.0886
210000	-124200.6178
215000	-124660.1794
220000	-124899.3886
225000	-125027.9307
230000	-125258.76
235000	-125609.7957
240000	-125807.2896
245000	-125857.3436
250000	-125946.3404
255000	-126156.0428
260000	-126216.7591
265000	-126195.4121
270000	-126316.14
275000	-126832.4314
280000	-126990.6264
285000	-127098.1427
290000	-127279.0524
295000	-127372.7
300000	-127506.8954
305000	-127545.6029
310000	-127577.753
315000	-127627.8237
320000	-127772.7496
325000	-127858.8735
330000	-128163.2106
335000	-128190.3509
340000	-128311.4328
345000	-128493.7177
350000	-128563.5353
355000	-128819.3069
360000	-128967.7861
365000	-129126.6375
370000	-129139.0864
375000	-129444.5019
380000	-129773.4634
385000	-129676.6782
390000	-129917.7241
395000	-130320.1882
400000	-130685.2299
405000	-130752.6681
410000	-130828.8581
415000	-130955.0605
420000	-131044.7946
425000	-131084.804
430000	-131226.5893
435000	-131202.9382
440000	-131136.7086
445000	-131165.218
450000	-131239.3181
455000	-131265.3398
460000	-131251.9125
465000	-131208.2114
470000	-131226.1054
475000	-131181.9074
480000	-131246.6242
485000	-131281.6477
490000	-131174.21
495000	-131225.9672
