timestep	potential_energy
0	0
5000	-7453.148622
10000	-117280.0344
15000	-215311.9145
20000	-297620.6622
25000	-368979.343
30000	-419409.7438
35000	-451672.0589
40000	-480271.9389
45000	-496061.6611
50000	-508300.8888
55000	-517770.5389
60000	-524481.9164
65000	-539089.5199
70000	-546845.2975
75000	-554173.5089
80000	-560372.674
85000	-563616.6843
90000	-568133.7571
95000	-573660.3126
100000	-575970.8662
105000	-580938.0921
110000	-581358.5369
115000	-583926.621
120000	-586462.7827
125000	-590770.1357
130000	-596240.6999
135000	-596548.3
140000	-597162.0471
145000	-600857.6734
150000	-603766.9541
155000	-604283.4417
160000	-605077.165
165000	-606867.1087
170000	-609676.3348
175000	-611627.6198
180000	-613360.7604
185000	-616847.6105
190000	-618889.2563
195000	-620675.9417
200000	-621099.8382
205000	-623915.2235
210000	-625478.6825
215000	-626309.7968
220000	-627515.3059
225000	-628683.3716
230000	-629496.7119
235000	-630080.386
240000	-630627.5402
245000	-631544.4426
250000	-631514.9186
255000	-631893.9818
260000	-632765.3576
265000	-633145.4621
270000	-633496.3121
275000	-634260.2148
280000	-635106.898
285000	-636431.8709
290000	-636786.7574
295000	-637304.4193
300000	-637289.9133
305000	-637311.9674
310000	-638163.958
315000	-638545.8145
320000	-639111.1781
325000	-639649.0556
330000	-639621.13
335000	-639880.9371
340000	-639824.655
345000	-639859.2595
350000	-639854.8677
355000	-639804.8137
360000	-640294.3502
365000	-641260.9978
370000	-641310.9088
375000	-641353.3638
380000	-641353.8069
385000	-642604.4966
390000	-642630.1152
395000	-642706.8921
400000	-642995.1283
405000	-643486.3401
410000	-643793.2971
415000	-643784.5404
420000	-643965.2296
425000	-643878.8778
430000	-644387.3095
435000	-647081.5592
440000	-647171.7122
445000	-648363.1384
450000	-649866.094
455000	-649979.8942
460000	-650923.0646
465000	-652988.6549
470000	-653819.2505
475000	-654439.2306
480000	-655579.2057
485000	-655627.4454
490000	-655621.865
495000	-655586.215
