timestep	potential_energy
0	0
5000	-10592.76264
10000	-233949.566
15000	-386323.9514
20000	-473121.4829
25000	-529006.0532
30000	-564837.8583
35000	-600768.9171
40000	-627584.125
45000	-638025.2579
50000	-647665.7683
55000	-651562.9956
60000	-660738.2364
65000	-670054.2878
70000	-676940.5228
75000	-680124.6896
80000	-684191.3727
85000	-687236.287
90000	-694871.8768
95000	-701254.2635
100000	-703837.7856
105000	-708478.9933
110000	-709749.564
115000	-711678.8247
120000	-716211.353
125000	-719771.9539
130000	-722496.7709
135000	-725060.4597
140000	-729517.5353
145000	-730406.7859
150000	-731859.6616
155000	-731953.11
160000	-732821.1206
165000	-734372.2956
170000	-736840.7432
175000	-736899.3515
180000	-738322.924
185000	-738349.161
190000	-738430.465
195000	-739603.5895
200000	-740423.4882
205000	-744265.7574
210000	-744539.1734
215000	-744514.7409
220000	-744435.5974
225000	-744479.7441
230000	-744506.1048
235000	-744511.4574
240000	-744534.3742
245000	-748466.5212
250000	-750351.643
255000	-750612.2201
260000	-750628.1536
265000	-750598.1017
270000	-750930.8818
275000	-753040.671
280000	-753704.7878
285000	-754631.6374
290000	-754640.1003
295000	-754615.5715
300000	-754607.8419
305000	-754582.3336
310000	-754609.0153
315000	-754803.1339
320000	-755736.1337
325000	-756855.6803
330000	-756888.5362
335000	-756926.9293
340000	-756942.3805
345000	-758265.6709
350000	-758534.5201
355000	-758578.0142
360000	-758489.2563
365000	-758530.4598
370000	-760066.4551
375000	-762635.8729
380000	-763003.1108
385000	-762980.3824
390000	-763028.5148
395000	-763009.9651
400000	-763034.4768
405000	-762954.8496
410000	-764056.5096
415000	-764253.8366
420000	-765003.0972
425000	-765010.2906
430000	-765053.8173
435000	-765011.2019
440000	-765024.0137
445000	-765060.0941
450000	-765018.599
455000	-764959.0123
460000	-765037.3711
465000	-764991.6496
470000	-765020.9927
475000	-764945.0014
480000	-764990.0527
485000	-764949.1504
490000	-765046.3599
495000	-764993.5139
