timestep	potential_energy
0	0
5000	-6617.041903
10000	-93922.24543
15000	-181829.9883
20000	-258856.4869
25000	-319604.5031
30000	-361414.882
35000	-389004.1137
40000	-409781.9976
45000	-427461.2594
50000	-445431.4614
55000	-456505.07
60000	-471393.8523
65000	-479579.7342
70000	-487030.5142
75000	-494092.335
80000	-503309.3624
85000	-508716.213
90000	-512353.7802
95000	-515373.651
100000	-517779.525
105000	-521063.0039
110000	-524404.2906
115000	-527369.2502
120000	-530393.0945
125000	-531527.9212
130000	-535042.719
135000	-537407.2288
140000	-541260.6329
145000	-542989.8148
150000	-544828.0793
155000	-545265.9349
160000	-547105.7789
165000	-548644.3949
170000	-550527.1726
175000	-551420.8406
180000	-554458.8674
185000	-556369.4945
190000	-556583.1713
195000	-558512.0931
200000	-559477.843
205000	-559515.0276
210000	-559538.5791
215000	-559528.894
220000	-559540.7633
225000	-561347.3065
230000	-562087.4196
235000	-564192.703
240000	-564961.0845
245000	-565069.7569
250000	-566418.5553
255000	-568120.9124
260000	-569014.6454
265000	-570347.8479
270000	-570352.9626
275000	-571263.2071
280000	-571272.0684
285000	-571223.3769
290000	-571226.7676
295000	-571287.2139
300000	-571317.0186
305000	-571458.7135
310000	-571435.8816
315000	-572599.4321
320000	-574134.7038
325000	-574067.3198
330000	-575440.8527
335000	-576760.1245
340000	-577655.0404
345000	-579165.184
350000	-580290.3216
355000	-580291.4823
360000	-581437.7292
365000	-581498.3777
370000	-582750.0543
375000	-584201.681
380000	-584137.3416
385000	-585324.0748
390000	-585353.946
395000	-585339.382
400000	-585338.2172
405000	-585303.5961
410000	-585277.0053
415000	-585335.2232
420000	-585293.347
425000	-585268.7464
430000	-585292.336
435000	-585579.0924
440000	-585496.5008
445000	-585478.1298
450000	-585575.0783
455000	-586293.6904
460000	-586692.8567
465000	-586698.8395
470000	-586692.367
475000	-586734.7233
480000	-586777.1641
485000	-586742.305
490000	-586741.9542
495000	-586699.8766
