timestep	potential_energy
0	0
5000	-6106.700372
10000	-79639.38711
15000	-156922.0649
20000	-225934.6773
25000	-289018.1876
30000	-336778.9929
35000	-371297.715
40000	-401365.0595
45000	-420105.9256
50000	-437623.5725
55000	-443408.2049
60000	-452221.9993
65000	-460355.9254
70000	-470337.7618
75000	-477723.5016
80000	-482689.9055
85000	-486713.2097
90000	-489919.3326
95000	-495852.1194
100000	-501983.0855
105000	-508184.9293
110000	-510629.9942
115000	-513058.0837
120000	-516940.2645
125000	-518716.5616
130000	-519112.9083
135000	-521695.1154
140000	-523454.4042
145000	-524743.017
150000	-525951.8907
155000	-529911.9
160000	-533343.1332
165000	-534174.1036
170000	-535799.1349
175000	-537389.9469
180000	-540372.3957
185000	-542790.065
190000	-544663.9751
195000	-547231.1061
200000	-548651.6141
205000	-548939.4557
210000	-549030.6189
215000	-549017.9051
220000	-549615.3066
225000	-550942.6585
230000	-551507.9449
235000	-552760.7798
240000	-552873.3977
245000	-553400.134
250000	-555018.9826
255000	-555310.8801
260000	-556457.2525
265000	-557594.2026
270000	-558540.4903
275000	-561448.6387
280000	-562760.8109
285000	-563714.9388
290000	-563792.9058
295000	-563724.0688
300000	-563760.1603
305000	-564087.4296
310000	-564244.9496
315000	-564323.4314
320000	-565218.6007
325000	-566528.6683
330000	-566491.1442
335000	-567256.249
340000	-567517.8152
345000	-567441.0877
350000	-567608.1945
355000	-567736.4912
360000	-567687.2606
365000	-567684.8732
370000	-568135.6008
375000	-568239.8728
380000	-568694.2184
385000	-568675.2858
390000	-568681.8236
395000	-568708.0112
400000	-569277.627
405000	-569917.5493
410000	-569870.0954
415000	-569859.8585
420000	-569902.1869
425000	-571586.2022
430000	-572557.656
435000	-572676.3602
440000	-572670.7823
445000	-572660.1401
450000	-572668.1498
455000	-573360.4273
460000	-573676.6245
465000	-573557.9387
470000	-573557.102
475000	-573498.0072
480000	-573648.0315
485000	-573660.0896
490000	-573560.7812
495000	-575315.919
