timestep	potential_energy
0	0
5000	-7201.980356
10000	-107544.1163
15000	-199637.4693
20000	-288038.9369
25000	-356475.4432
30000	-407724.0923
35000	-450952.1679
40000	-481850.8908
45000	-503888.6896
50000	-515757.3325
55000	-528094.8778
60000	-541438.7346
65000	-554846.2032
70000	-562158.5149
75000	-568336.9626
80000	-575285.764
85000	-580448.0644
90000	-586112.7354
95000	-595700.5469
100000	-602888.0618
105000	-607325.2881
110000	-617090.5855
115000	-622894.43
120000	-625823.2423
125000	-628963.9385
130000	-632818.0008
135000	-638423.7471
140000	-642821.0464
145000	-644798.3431
150000	-646999.2564
155000	-650986.5351
160000	-654377.9639
165000	-656310.0148
170000	-660166.8574
175000	-662119.0193
180000	-664555.2299
185000	-664934.0981
190000	-666633.6119
195000	-669153.6989
200000	-671540.289
205000	-671937.1547
210000	-672147.1994
215000	-673849.5527
220000	-676621.8315
225000	-681245.8179
230000	-683295.0572
235000	-684223.1753
240000	-685042.2838
245000	-687181.3623
250000	-687495.7327
255000	-689213.2879
260000	-689677.7239
265000	-689681.5597
270000	-689681.9908
275000	-689608.7551
280000	-689843.8862
285000	-691823.928
290000	-693219.3836
295000	-693204.2376
300000	-693180.6049
305000	-693293.66
310000	-693194.6869
315000	-693210.8495
320000	-693345.2354
325000	-693473.3455
330000	-693469.4084
335000	-693553.8146
340000	-693929.452
345000	-694466.639
350000	-694561.0168
355000	-694514.8497
360000	-694991.3773
365000	-695928.0764
370000	-696298.4806
375000	-696942.9217
380000	-697893.2434
385000	-698127.8061
390000	-698380.3044
395000	-698833.8661
400000	-698995.512
405000	-699314.3004
410000	-699366.1616
415000	-699299.3787
420000	-699251.6035
425000	-699325.2188
430000	-699320.18
435000	-699311.5687
440000	-699298.9525
445000	-699371.7844
450000	-699323.4562
455000	-699351.9943
460000	-699645.0819
465000	-700402.6575
470000	-700407.8354
475000	-701653.7835
480000	-701881.4623
485000	-702118.1521
490000	-702054.8462
495000	-703049.1148
