timestep	potential_energy
0	-21.45845231
5000	-13804.36069
10000	-263178.5181
15000	-449330.789
20000	-545142.3039
25000	-588950.5063
30000	-631683.6985
35000	-668044.5423
40000	-686875.902
45000	-704366.3646
50000	-722333.3699
55000	-737389.5865
60000	-750649.8358
65000	-754797.6837
70000	-762306.8301
75000	-769164.4365
80000	-772877.7634
85000	-781446.4577
90000	-783636.9406
95000	-783724.147
100000	-787301.9933
105000	-791866.5484
110000	-793457.7593
115000	-794568.7179
120000	-795525.9126
125000	-799511.4425
130000	-804810.0629
135000	-808051.6754
140000	-816054.7018
145000	-819576.4108
150000	-827284.0134
155000	-828741.6095
160000	-831907.3203
165000	-833876.8572
170000	-835597.5838
175000	-836944.7291
180000	-839495.5176
185000	-841231.6197
190000	-842239.2194
195000	-842956.2048
200000	-848396.6237
205000	-850084.2948
210000	-853333.9799
215000	-853894.7607
220000	-857793.0527
225000	-859120.6655
230000	-860976.2425
235000	-861861.0523
240000	-862931.6747
245000	-865753.52
250000	-865921.2217
255000	-869865.1917
260000	-870838.8043
265000	-870836.3385
270000	-870806.0268
275000	-871022.5281
280000	-871113.4137
285000	-873272.0771
290000	-874761.803
295000	-874844.8692
300000	-874810.5585
305000	-874758.9111
310000	-874865.6092
315000	-874823.112
320000	-874838.0074
325000	-874780.1224
330000	-875138.5066
335000	-876795.2635
340000	-876822.4836
345000	-876804.4123
350000	-876842.4641
355000	-876809.3178
360000	-876820.0729
365000	-876728.4065
370000	-876801.4162
375000	-878326.2119
380000	-878548.4762
385000	-878516.5584
390000	-878494.9681
395000	-878494.2995
400000	-878508.0454
405000	-878491.4388
410000	-878633.805
415000	-881263.1908
420000	-881429.8777
425000	-881471.3297
430000	-881424.5948
435000	-881452.8285
440000	-881452.2011
445000	-881459.371
450000	-881481.482
455000	-881435.2573
460000	-881376.1255
465000	-881455.4715
470000	-881441.6927
475000	-881392.5673
480000	-881361.7672
485000	-881424.9665
490000	-881455.1636
495000	-881462.352
