timestep	potential_energy
0	0
5000	-765.2436387
10000	-30170.4874
15000	-61334.78219
20000	-90271.36218
25000	-121001.3722
30000	-145333.6888
35000	-165569.6741
40000	-178874.3444
45000	-188992.8148
50000	-198814.8469
55000	-204369.6355
60000	-210881.0326
65000	-214291.7578
70000	-216599.8366
75000	-219240.3738
80000	-222850.382
85000	-225704.0712
90000	-229354.5949
95000	-232073.9594
100000	-235036.2038
105000	-238468.2852
110000	-240916.644
115000	-244072.3925
120000	-244897.431
125000	-245652.4554
130000	-246341.9663
135000	-247710.5851
140000	-249062.1506
145000	-250924.3692
150000	-252123.5309
155000	-253736.4966
160000	-256563.6231
165000	-257655.8219
170000	-258860.1062
175000	-259913.3665
180000	-260496.0421
185000	-261382.1691
190000	-261846.496
195000	-262850.9687
200000	-264494.1897
205000	-265462.4242
210000	-266417.177
215000	-267076.9423
220000	-267493.8683
225000	-267675.775
230000	-268108.7432
235000	-268529.9548
240000	-269101.1041
245000	-269789.6287
250000	-270650.109
255000	-270707.7884
260000	-270665.0642
265000	-270738.319
270000	-270759.4307
275000	-271083.7354
280000	-271596.3241
285000	-271636.7347
290000	-271799.1664
295000	-272097.4999
300000	-272233.1728
305000	-272324.3461
310000	-272704.4746
315000	-272870.6351
320000	-273137.7548
325000	-273226.393
330000	-273315.4595
335000	-273455.9764
340000	-274416.0279
345000	-274961.2744
350000	-274950.9776
355000	-275253.3874
360000	-275293.7436
365000	-275289.9714
370000	-275278.1618
375000	-275524.8065
380000	-275722.0934
385000	-275797.7565
390000	-275951.688
395000	-276302.3674
400000	-276222.5086
405000	-276384.1182
410000	-276654.3835
415000	-277456.4127
420000	-277474.1812
425000	-277446.4797
430000	-277468.8395
435000	-277445.7509
440000	-277483.6495
445000	-277465.5977
450000	-277412.7032
455000	-277436.4698
460000	-277448.7306
465000	-277421.8912
470000	-277514.2052
475000	-277448.9369
480000	-277616.176
485000	-277917.4452
490000	-278177.4943
495000	-278533.6236
