time_min,saxs_index,dls_index,sim_frame_index,sim_frame,saxs_distance,dls_distance,combined
10.0,0,1,2,2,0.01648136683738198,0.43532392010565324,0.43532392010565324
20.0,1,3,3,3,0.01348303495000995,0.3275872608359361,0.3275872608359361
30.0,2,5,9,9,0.012425988583020086,0.37127033202354764,0.37127033202354764
40.0,3,7,14,14,0.010226741872712832,0.36544284758374457,0.36544284758374457
50.0,4,9,25,88,0.026926813267724566,0.329604885076086,0.329604885076086
60.0,5,11,66,491,0.05663088228538971,0.7372254514839164,0.7372254514839164
70.0,6,13,67,492,0.04962475796484155,0.7068026629184522,0.7068026629184522
80.0,7,15,69,494,0.03477758629496756,0.6747234218410283,0.6747234218410283
90.0,8,17,72,497,0.041140512899681535,0.7590752875282387,0.7590752875282387
