time_min,saxs_index,dls_index,sim_frame_index,sim_frame,saxs_distance,dls_distance,combined
10.0,0,1,1,1,0.01422169075767539,0.4469684170945614,0.01422169075767539
20.0,1,3,10,10,0.00987708291192103,0.5493087964470532,0.00987708291192103
30.0,2,5,13,13,0.007497185986127284,0.4388170604377579,0.007497185986127284
40.0,3,7,14,14,0.006030478258422973,0.4071085261222199,0.006030478258422973
50.0,4,9,16,16,0.006270504353039783,0.42686617625425294,0.006270504353039783
60.0,5,11,17,17,0.006364846715148478,0.8115808125720003,0.006364846715148478
70.0,6,13,18,18,0.005756758517275438,0.8345349278618039,0.005756758517275438
80.0,7,15,19,19,0.008579860688742651,0.8324706818191334,0.008579860688742651
90.0,8,17,20,20,0.008280964586248364,0.9703292824342666,0.008280964586248364
