timestep	potential_energy
0	0
5000	-21400.05991
10000	-319845.8107
15000	-461595.4693
20000	-513653.831
25000	-545811.7994
30000	-566857.0266
35000	-577606.9553
40000	-585453.6507
45000	-589902.6536
50000	-597724.9809
55000	-606902.3302
60000	-614371.8701
65000	-624184.4387
70000	-628991.4058
75000	-633071.3538
80000	-635205.1864
85000	-636230.2062
90000	-641379.5413
95000	-644542.4118
100000	-648270.9586
105000	-653350.3784
110000	-656800.4966
115000	-658804.1725
120000	-661918.735
125000	-666202.2973
130000	-666675.4037
135000	-669091.0081
140000	-671254.3113
145000	-672970.4253
150000	-674542.6096
155000	-674551.0068
160000	-674582.1587
165000	-674522.5558
170000	-674512.655
175000	-676482.9842
180000	-687248.4873
185000	-695937.0449
190000	-697882.8662
195000	-698276.7047
200000	-699878.7562
205000	-704342.4051
210000	-711523.1745
215000	-711594.1459
220000	-713227.2305
225000	-713322.7115
230000	-713877.0776
235000	-718113.5829
240000	-718400.7499
245000	-718412.9133
250000	-719845.8037
255000	-720481.1581
260000	-720523.2923
265000	-720514.0642
270000	-721686.9713
275000	-722067.2094
280000	-722054.3943
285000	-723312.413
290000	-725072.1712
295000	-727677.7065
300000	-728136.6303
305000	-728124.8268
310000	-731450.9958
315000	-732510.3154
320000	-732587.4749
325000	-732551.7182
330000	-732523.2118
335000	-732647.3859
340000	-733371.0605
345000	-737235.6387
350000	-737247.6173
355000	-737389.5874
360000	-737298.2786
365000	-737278.1334
370000	-737381.9616
375000	-737354.1408
380000	-737415.0913
385000	-739975.5294
390000	-739975.9601
395000	-741238.8521
400000	-741276.0305
405000	-741286.6686
410000	-741259.0047
415000	-741338.4763
420000	-741401.0072
425000	-741329.7608
430000	-741310.8059
435000	-741305.0343
440000	-741299.4189
445000	-741259.7619
450000	-741354.5649
455000	-741339.3982
460000	-741253.9941
465000	-741371.7231
470000	-743354.8101
475000	-749143.7711
480000	-749242.0511
485000	-749210.7845
490000	-749189.5231
495000	-749229.1697
