timestep	potential_energy
0	0
5000	-8765.221502
10000	-126911.6423
15000	-228393.0129
20000	-289179.8626
25000	-329051.6481
30000	-349086.4265
35000	-362356.0789
40000	-370368.6334
45000	-378842.7037
50000	-385598.9
55000	-391269.8797
60000	-396841.1144
65000	-403172.7166
70000	-407408.7114
75000	-409094.2076
80000	-410482.7103
85000	-414660.5348
90000	-416972.4994
95000	-417793.1472
100000	-421203.263
105000	-422491.7231
110000	-423908.7697
115000	-425711.9258
120000	-425807.242
125000	-427828.1944
130000	-431015.7955
135000	-432685.8957
140000	-434884.0405
145000	-438410.5192
150000	-439529.9998
155000	-440780.5798
160000	-442861.9231
165000	-443419.4633
170000	-445061.0243
175000	-445101.0566
180000	-445976.9277
185000	-446475.8863
190000	-447312.15
195000	-449246.6207
200000	-450598.686
205000	-452131.3821
210000	-454347.5626
215000	-456698.6486
220000	-457431.8604
225000	-458023.5079
230000	-458056.242
235000	-458273.463
240000	-458939.4681
245000	-458920.4747
250000	-458928.9394
255000	-458990.8059
260000	-461391.4582
265000	-462886.6287
270000	-463361.2886
275000	-464010.5746
280000	-465769.8591
285000	-466857.185
290000	-466871.9227
295000	-466937.3895
300000	-468070.0081
305000	-468099.7254
310000	-468071.6758
315000	-468024.3975
320000	-468027.8062
325000	-468088.4096
330000	-468126.9651
335000	-468042.942
340000	-468194.2524
345000	-468601.547
350000	-468808.4585
355000	-469507.9692
360000	-469984.5858
365000	-470008.3663
370000	-469982.2067
375000	-469985.1071
380000	-470552.3324
385000	-472541.4297
390000	-472761.354
395000	-472757.7524
400000	-472801.2625
405000	-472749.7591
410000	-472819.7031
415000	-472742.0178
420000	-473138.4593
425000	-473590.4533
430000	-473779.7705
435000	-474129.2598
440000	-474042.4748
445000	-474025.6204
450000	-474074.4306
455000	-474081.7679
460000	-474128.4142
465000	-474099.7312
470000	-474034.13
475000	-474077.5286
480000	-474033.7948
485000	-474017.4263
490000	-475369.4139
495000	-476354.893
