timestep	potential_energy
0	0
5000	-13677.57115
10000	-199285.5042
15000	-333299.6001
20000	-414118.3953
25000	-462658.2511
30000	-484698.3164
35000	-503252.0945
40000	-519985.4005
45000	-534919.4395
50000	-549965.7832
55000	-563534.6481
60000	-572670.3716
65000	-579922.5864
70000	-584514.0131
75000	-588910.1647
80000	-592347.732
85000	-593830.9493
90000	-598021.1479
95000	-600669.2473
100000	-604387.058
105000	-608224.5857
110000	-613077.6553
115000	-618105.9777
120000	-619842.3835
125000	-621852.9966
130000	-622104.3385
135000	-625033.1458
140000	-629399.4039
145000	-630962.0177
150000	-633561.3599
155000	-636869.8293
160000	-637184.3603
165000	-637206.9536
170000	-637985.8879
175000	-639311.9508
180000	-639396.8946
185000	-641626.0269
190000	-642155.5367
195000	-642196.4032
200000	-642162.7317
205000	-644003.8046
210000	-645024.4247
215000	-647746.7397
220000	-647730.8113
225000	-647721.2201
230000	-649041.4269
235000	-649517.0222
240000	-649459.0377
245000	-649491.5559
250000	-650798.2482
255000	-650753.7925
260000	-650716.2807
265000	-650798.8869
270000	-650777.4293
275000	-651964.3543
280000	-653279.3459
285000	-655934.878
290000	-655948.2529
295000	-655995.1986
300000	-655963.4173
305000	-655976.6574
310000	-656078.3653
315000	-656001.9223
320000	-655972.5002
325000	-656190.2594
330000	-657249.0433
335000	-659563.4953
340000	-659623.54
345000	-659691.5953
350000	-659708.8203
355000	-659674.3465
360000	-659782.2675
365000	-659653.053
370000	-660526.8176
375000	-662431.2502
380000	-664793.1077
385000	-665238.1259
390000	-667335.6019
395000	-667370.9108
400000	-667379.6492
405000	-667440.9756
410000	-667330.3191
415000	-667319.8426
420000	-667327.5688
425000	-667385.4344
430000	-667315.0415
435000	-667421.9957
440000	-667432.382
445000	-667364.3887
450000	-667390.3487
455000	-668076.7101
460000	-668891.1541
465000	-669029.1903
470000	-669090.9442
475000	-669031.0134
480000	-670409.7115
485000	-670657.3067
490000	-670715.1704
495000	-670736.9434
