timestep	potential_energy
0	0
5000	-5185.407365
10000	-103673.4592
15000	-204562.9616
20000	-278344.2565
25000	-345783.9134
30000	-389337.6488
35000	-422391.2928
40000	-445739.8932
45000	-464831.8737
50000	-478771.8568
55000	-493778.1855
60000	-505776.218
65000	-518418.6593
70000	-530574.7225
75000	-540016.9164
80000	-544917.5765
85000	-549175.1136
90000	-553877.9807
95000	-558683.0602
100000	-562764.7353
105000	-566237.5744
110000	-568979.0922
115000	-571743.3011
120000	-575177.6285
125000	-577033.3143
130000	-577403.1794
135000	-578686.9719
140000	-580360.1867
145000	-586026.1385
150000	-589031.7535
155000	-591870.5607
160000	-594076.2178
165000	-595602.7343
170000	-598553.3863
175000	-599615.1427
180000	-600716.5283
185000	-600775.609
190000	-601810.89
195000	-601882.0248
200000	-602348.1123
205000	-604186.8193
210000	-606145.5714
215000	-607600.7989
220000	-608906.8005
225000	-609458.1969
230000	-609528.4563
235000	-609597.7639
240000	-610302.9874
245000	-612330.8189
250000	-612602.8354
255000	-613212.9849
260000	-615675.9345
265000	-618311.6601
270000	-618418.9443
275000	-618396.9582
280000	-618997.3348
285000	-621108.3532
290000	-621523.789
295000	-622539.9757
300000	-623184.5556
305000	-624165.9416
310000	-624252.129
315000	-624205.5143
320000	-624190.8237
325000	-624234.484
330000	-624145.1558
335000	-624200.5386
340000	-624346.1708
345000	-625195.5244
350000	-625249.7637
355000	-625717.7429
360000	-626100.8162
365000	-626263.3214
370000	-628096.586
375000	-628297.9507
380000	-628428.5309
385000	-631112.8567
390000	-631657.4058
395000	-632114.3133
400000	-632691.7393
405000	-633729.8721
410000	-635022.7316
415000	-635450.0985
420000	-635633.2918
425000	-636145.7375
430000	-636341.3007
435000	-636313.0636
440000	-636452.5717
445000	-636550.6648
450000	-636526.7439
455000	-636522.126
460000	-636611.1431
465000	-636564.5935
470000	-636582.8063
475000	-636605.2472
480000	-636719.1389
485000	-637156.9981
490000	-637353.8987
495000	-637858.7336
