timestep	potential_energy
0	0
5000	-10705.01892
10000	-139440.0964
15000	-243308.2341
20000	-325233.8623
25000	-386456.2975
30000	-429810.8726
35000	-461334.1011
40000	-484163.5378
45000	-506155.3824
50000	-519576.4534
55000	-534424.5471
60000	-547770.8495
65000	-560335.3673
70000	-573904.1063
75000	-586624.9797
80000	-596038.7691
85000	-603918.4116
90000	-613574.0109
95000	-618818.1401
100000	-625024.2677
105000	-629340.1595
110000	-634738.7739
115000	-637579.2206
120000	-639911.8446
125000	-643368.5518
130000	-646846.6147
135000	-651422.1097
140000	-651756.4983
145000	-652141.1865
150000	-653834.4421
155000	-654622.3025
160000	-656523.672
165000	-658578.1808
170000	-660013.2504
175000	-664021.253
180000	-667436.2308
185000	-671081.2372
190000	-674363.8242
195000	-676885.8201
200000	-678391.0201
205000	-678503.3724
210000	-678369.9837
215000	-678494.026
220000	-678394.2326
225000	-678441.9956
230000	-682176.1268
235000	-683753.2623
240000	-685554.5405
245000	-687363.501
250000	-688881.768
255000	-689206.1978
260000	-690501.5749
265000	-691982.4556
270000	-692969.118
275000	-695668.9304
280000	-695772.6696
285000	-695768.6855
290000	-695775.7968
295000	-695793.7986
300000	-696722.8771
305000	-697638.5978
310000	-698489.6491
315000	-698408.173
320000	-698953.6148
325000	-698920.4949
330000	-698937.1419
335000	-698946.0524
340000	-698983.1797
345000	-699032.0981
350000	-698942.6934
355000	-699015.8462
360000	-699112.8095
365000	-700090.7684
370000	-700352.2666
375000	-700587.9041
380000	-701727.088
385000	-702508.9191
390000	-703930.6455
395000	-703919.4866
400000	-703951.4001
405000	-703924.8439
410000	-703937.1173
415000	-705349.189
420000	-705402.5515
425000	-705317.8129
430000	-705361.5992
435000	-705321.279
440000	-705275.487
445000	-705388.707
450000	-705309.4421
455000	-705335.5887
460000	-707006.6456
465000	-707390.8904
470000	-707288.1427
475000	-708677.5631
480000	-708762.8717
485000	-708827.6043
490000	-710070.3623
495000	-710323.3616
