time_min,saxs_index,dls_index,sim_frame_index,sim_frame,saxs_distance,dls_distance,combined
10.0,0,1,17,17,0.019729506843470322,0.37614690740928663,0.37614690740928663
20.0,1,3,18,18,0.00967118218267908,0.2757835806559876,0.2757835806559876
30.0,2,5,31,168,0.06458705192256324,0.3573110154939325,0.3573110154939325
40.0,3,7,33,196,0.05228103859520887,0.34694061950005284,0.34694061950005284
50.0,4,9,43,330,0.05110788187103062,0.3845295999593776,0.3845295999593776
60.0,5,11,44,344,0.04622570339112219,0.7152932505906718,0.7152932505906718
70.0,6,13,49,412,0.044370684448281336,0.6831506063432284,0.6831506063432284
80.0,7,15,51,438,0.03587370065168708,0.6827113635913488,0.6827113635913488
90.0,8,17,53,466,0.04306167582767255,0.7741192843816147,0.7741192843816147
