timestep	potential_energy
0	0
5000	-7397.176846
10000	-117369.2682
15000	-205060.7601
20000	-283381.4217
25000	-349341.7304
30000	-394892.668
35000	-427060.0002
40000	-448713.0538
45000	-470300.0918
50000	-488390.2029
55000	-502766.5515
60000	-513991.1858
65000	-522612.1598
70000	-533032.4504
75000	-538455.764
80000	-542173.8715
85000	-548412.306
90000	-555388.5561
95000	-558905.4173
100000	-562038.1564
105000	-568329.4546
110000	-572640.7368
115000	-576007.3037
120000	-580636.185
125000	-582845.9077
130000	-589722.4306
135000	-596652.7652
140000	-601389.8613
145000	-605301.2711
150000	-608847.6339
155000	-612033.5989
160000	-613925.0796
165000	-615908.8597
170000	-619510.9557
175000	-622825.0326
180000	-625782.5553
185000	-627287.376
190000	-629022.3135
195000	-629966.5399
200000	-631569.6731
205000	-632243.7702
210000	-634145.8552
215000	-634733.2397
220000	-636201.7056
225000	-637444.7657
230000	-638295.1198
235000	-639611.8785
240000	-639692.4044
245000	-639692.4932
250000	-639696.7784
255000	-640030.03
260000	-640082.9079
265000	-641555.3909
270000	-641726.8108
275000	-641719.4544
280000	-641682.8666
285000	-641664.552
290000	-641655.6165
295000	-643346.4423
300000	-643503.4253
305000	-643412.452
310000	-643605.7584
315000	-644944.4164
320000	-645132.7254
325000	-645101.8258
330000	-645808.8306
335000	-646313.4735
340000	-646374.3013
345000	-646763.1371
350000	-647433.2292
355000	-648226.9351
360000	-649694.6899
365000	-650565.3065
370000	-650580.3615
375000	-650636.532
380000	-651526.0522
385000	-652221.9378
390000	-653797.2706
395000	-654232.2142
400000	-654571.0943
405000	-654580.3954
410000	-654625.3816
415000	-654808.2715
420000	-654859.2945
425000	-655833.9545
430000	-655885.0643
435000	-655933.7
440000	-656093.0146
445000	-656565.9123
450000	-657003.5791
455000	-657297.0957
460000	-658110.3022
465000	-658180.7426
470000	-658163.5078
475000	-658144.5965
480000	-658114.365
485000	-658828.4389
490000	-659909.8223
495000	-660090.8024
