time_min,saxs_index,dls_index,sim_frame_index,sim_frame,saxs_distance,dls_distance,combined
10.0,0,1,0,0,0.014473827016120124,0.7188233274812179,0.014473827016120124
20.0,1,3,6,6,0.012121621241373504,0.5130753054512465,0.012121621241373504
30.0,2,5,7,7,0.009606850575428571,0.3764606661308864,0.009606850575428571
40.0,3,7,8,8,0.007540475798077302,0.35970283082622434,0.007540475798077302
50.0,4,9,9,9,0.005888008704910309,0.44833769628796505,0.005888008704910309
60.0,5,11,10,10,0.006568520621646436,0.820390401556685,0.006568520621646436
70.0,6,13,11,11,0.005009996316491255,0.8324058170637454,0.005009996316491255
80.0,7,15,12,12,0.005968558939334758,0.8794268991835662,0.005968558939334758
90.0,8,17,13,13,0.008329563045391052,0.8826540229758957,0.008329563045391052
