timestep	potential_energy
0	0
5000	-6644.612213
10000	-102944.1407
15000	-202900.2097
20000	-293888.9636
25000	-349206.2124
30000	-381237.8781
35000	-411634.247
40000	-426873.3774
45000	-438237.2089
50000	-454560.296
55000	-468771.2125
60000	-481143.6968
65000	-490308.2864
70000	-496120.2888
75000	-497277.3999
80000	-501561.6055
85000	-507011.3713
90000	-511559.8627
95000	-515210.1247
100000	-519292.1701
105000	-522589.0781
110000	-525908.248
115000	-529845.6977
120000	-531119.9673
125000	-533983.0047
130000	-537089.2725
135000	-537850.1526
140000	-541417.386
145000	-543319.6972
150000	-545115.1614
155000	-545465.4206
160000	-547036.322
165000	-549316.5163
170000	-551443.3016
175000	-551638.0559
180000	-552401.7832
185000	-554099.8869
190000	-554654.3506
195000	-556366.1913
200000	-559135.7638
205000	-560139.805
210000	-561591.6216
215000	-563268.0273
220000	-563394.2851
225000	-563537.988
230000	-565791.4036
235000	-565891.0367
240000	-565892.227
245000	-565914.0688
250000	-566107.1311
255000	-566446.3182
260000	-568233.2347
265000	-569581.2498
270000	-570168.459
275000	-572272.2523
280000	-574608.7064
285000	-575171.3581
290000	-575100.8021
295000	-575069.7544
300000	-575140.9909
305000	-575162.9027
310000	-575143.0177
315000	-575206.594
320000	-575211.3887
325000	-575145.1309
330000	-575167.8383
335000	-575505.3895
340000	-577241.6127
345000	-577586.1537
350000	-577629.8181
355000	-577637.4484
360000	-577615.6622
365000	-577866.2458
370000	-577981.5592
375000	-578274.6729
380000	-578553.7852
385000	-578785.9137
390000	-578830.9799
395000	-578791.0703
400000	-579120.8027
405000	-580143.6397
410000	-580192.8887
415000	-580207.889
420000	-580216.3063
425000	-580200.7012
430000	-581411.7725
435000	-581600.0691
440000	-581541.6928
445000	-581527.7702
450000	-582603.0153
455000	-582839.2709
460000	-582835.1183
465000	-582906.363
470000	-582830.7706
475000	-582867.5529
480000	-582820.7794
485000	-582969.4275
490000	-583135.5823
495000	-584738.5757
