timestep	potential_energy
0	0
5000	-41784.65158
10000	-245520.0991
15000	-282142.2254
20000	-297529.0245
25000	-314646.7202
30000	-325404.2383
35000	-336294.2607
40000	-340719.2143
45000	-346111.4382
