energy (micro) eV,q=0.3,q=0.5,q=0.7,q=0.9,q=1.1,q=1.3,q=1.5,q=1.7,q=1.9
-119.6,5.195266136188075e-05,6.58353761366494e-05,7.545548531218856e-05,8.711710947500954e-05,6.99122362354033e-05,8.370297096700072e-05,9.08028832596553e-05,9.867599322981061e-05,0.00013293932876812546
-118.8,5.347653503812091e-05,7.184225727220335e-05,7.240420460675068e-05,7.88006159138922e-05,8.14560930054308e-05,8.02917655007599e-05,7.691668803055956e-05,9.626237117731208e-05,0.00012313035455979303
-118.0,5.436451742735843e-05,6.937907398132263e-05,8.324149211090423e-05,8.248256312546465e-05,7.039249450773889e-05,8.605496771752006e-05,8.951736276496144e-05,9.987392470456202e-05,0.00013665348402983895
-117.2,5.678699710686606e-05,8.272881128655218e-05,7.447067530155865e-05,7.851668311060975e-05,8.112657350738277e-05,9.387010178398717e-05,8.313983664346671e-05,9.882358483479208e-05,0.00013080207706677311
-116.4,5.1425792330598094e-05,6.986812791794158e-05,8.213068553820062e-05,7.641725960507199e-05,7.678615962588397e-05,8.977213515763326e-05,8.569282935581195e-05,9.676781162160139e-05,0.0001246245769542924
-115.6,5.379678738190793e-05,8.095117077122762e-05,7.59762713181187e-05,7.497218361386635e-05,7.4630856710543e-05,9.387953612774376e-05,9.070571890938303e-05,9.693419860098565e-05,0.00012385949111677096
-114.8,4.7701784554521585e-05,8.163170704781149e-05,7.211665660063516e-05,7.302422393985457e-05,7.690376192530003e-05,9.051130043004242e-05,8.391668901714306e-05,9.53557913031885e-05,0.00012213313874691496
-114.0,5.5750509216940844e-05,7.806046379671468e-05,7.462844220963617e-05,7.002047473406097e-05,7.766143616709603e-05,8.617200507122889e-05,8.900082757614533e-05,9.812475410334403e-05,0.00012690818255841092
-113.2,5.143382668826856e-05,8.186920234999719e-05,7.225744009689153e-05,7.160996587421124e-05,8.197123758537907e-05,9.137189301257203e-05,8.689407648177569e-05,9.398803479465028e-05,0.0001265691060771554
-112.4,5.445641492218916e-05,7.193478842276022e-05,7.409663938902681e-05,7.233192848145899e-05,8.552835199341374e-05,8.350404467427049e-05,8.612337773877632e-05,9.753496584934185e-05,0.0001236154666360815
-111.6,5.525682372425834e-05,7.283518202838583e-05,7.115227555867948e-05,7.302983338123541e-05,7.750002734697978e-05,8.78249950499473e-05,8.610596208789209e-05,9.374734773635876e-05,0.00012383679018784574
-110.8,5.334580812696055e-05,7.272824685955772e-05,7.432500948642416e-05,7.381427359530025e-05,7.48399579319639e-05,8.830030065543966e-05,8.45201661836164e-05,9.082756749961e-05,0.00012472145205789982
-110.0,6.012139917182584e-05,6.341779457361648e-05,7.06348683809498e-05,6.912133005295821e-05,7.642572049636377e-05,9.014751203757535e-05,8.13706148096847e-05,8.739789678584208e-05,0.00012503954230441846
-109.2,5.274937150863397e-05,7.025466599020983e-05,7.598066116906862e-05,7.807193848174587e-05,7.931063776356282e-05,9.15132247742153e-05,8.170161220303773e-05,9.176854343143598e-05,0.0001272926757003934
-108.4,5.879491330412105e-05,5.6988137211978945e-05,7.878125051565326e-05,7.225568434915758e-05,8.631166941237683e-05,8.927680573990076e-05,8.326717486462819e-05,9.021296010522592e-05,0.00012477625507556402
-107.6,4.734981922871334e-05,7.504295353211974e-05,7.316965259708377e-05,8.004824669394231e-05,8.996012028458027e-05,8.333761586620227e-05,8.451806928865475e-05,9.90055673843954e-05,0.00012595869761751648
-106.8,5.800690191098476e-05,6.307696279062418e-05,7.982625315723577e-05,7.330693182372119e-05,8.583055177308768e-05,8.187426082545148e-05,8.186273974652087e-05,9.23045789273132e-05,0.00012078968528056378
-106.0,4.7825387039437646e-05,7.400995011621845e-05,6.992746056734068e-05,7.474204482266287e-05,8.94562371685141e-05,8.587347522579602e-05,8.525117691924912e-05,9.090110239832469e-05,0.00012627775384308217
-105.2,5.42064030274735e-05,6.97409499833572e-05,7.576362483331488e-05,7.34921201069824e-05,8.026367310810536e-05,8.077172301433519e-05,7.952801311520761e-05,8.691050758494094e-05,0.00011784091034504712
-104.4,4.2912750983302324e-05,7.237051741149983e-05,6.775786935874338e-05,7.921079735862926e-05,7.800586898770763e-05,9.204185091815516e-05,8.442593622096395e-05,8.6299606248225e-05,0.00012543566370438433
-103.6,5.035092621095332e-05,7.348507374400203e-05,6.640939138334574e-05,7.461068052933666e-05,7.689337451603748e-05,8.379830521864546e-05,7.831644177471386e-05,8.688760955587177e-05,0.00011185051444522011
-102.8,4.4374104935353076e-05,7.635991271214656e-05,6.505463083387891e-05,7.490937957625247e-05,8.048940841642071e-05,9.107050030350627e-05,8.310521702985859e-05,8.662123445403154e-05,0.00012035167223296748
-102.0,5.295243150485893e-05,7.019353404619874e-05,6.832098424276518e-05,6.815107419117628e-05,8.072306033414539e-05,8.672065983330708e-05,8.066053119646788e-05,8.336535421969719e-05,0.00011319442441572107
-101.2,5.3979883625504614e-05,7.676923076615985e-05,7.36841608165462e-05,7.202875239864723e-05,8.510571552289029e-05,8.423463545043978e-05,8.975987419790255e-05,8.107329095335256e-05,0.00012190833404227126
-100.4,5.5304112725672924e-05,7.14729909117038e-05,7.378783948728144e-05,6.958095220465086e-05,7.802194843161449e-05,8.445982508108086e-05,8.540033536317437e-05,8.444964736543643e-05,0.00011897805001413996
-99.6,5.84684557942494e-05,7.598961889922047e-05,7.255352952661075e-05,7.682369886190367e-05,7.512218306025302e-05,7.90702773380788e-05,8.581385954689671e-05,8.409200038746448e-05,0.00011810045652736192
-98.8,5.3372796999142386e-05,7.597711218252379e-05,7.47462958703626e-05,7.222254866695863e-05,7.995888582078297e-05,8.569196092829091e-05,7.912897563624381e-05,8.777977171161214e-05,0.0001207475865438463
-98.0,5.637377205136579e-05,7.747783973743638e-05,7.58370532892721e-05,6.838327884626894e-05,7.386935588556072e-05,7.94729381520814e-05,8.413442735279338e-05,8.83945300902482e-05,0.0001195106206116479
-97.2,5.641883122354788e-05,7.241299121705159e-05,7.836328472993655e-05,7.40517297207383e-05,8.407853911693458e-05,8.661372742512863e-05,8.485861703053735e-05,8.575720497852115e-05,0.00012013996298486912
-96.4,5.613502633882389e-05,6.856210089341007e-05,8.090265466441291e-05,6.339740030892277e-05,7.85734433730568e-05,8.241215631253129e-05,9.073583265228183e-05,8.885327499132235e-05,0.00011993814256559666
-95.6,6.046340465564648e-05,6.259355204370724e-05,7.584599485615295e-05,7.42188051418095e-05,8.144551398982866e-05,9.440049650741848e-05,8.633805308119573e-05,8.589915247354006e-05,0.00012016596536977752
-94.8,6.159677567314964e-05,6.762015331906183e-05,7.850581835653051e-05,6.985817066895405e-05,8.158163301782771e-05,9.010092480901053e-05,8.40567849664203e-05,9.092613551098e-05,0.0001281246723399506
-94.0,6.64543331721944e-05,7.4545252394404e-05,8.2598517175913e-05,7.273355013598571e-05,7.680681964168234e-05,9.383600574750545e-05,8.247764247661847e-05,9.018154254891356e-05,0.00013047612817551139
-93.2,5.799432710536815e-05,7.240950222795973e-05,7.756308900119063e-05,6.838842695121917e-05,8.125407021619496e-05,8.353789977378628e-05,8.423741310460756e-05,9.35225992018379e-05,0.00013422758156528397
-92.4,6.361954080573352e-05,7.672741784395782e-05,8.717658821846129e-05,6.655967562223689e-05,8.015104226017791e-05,8.765980084275296e-05,9.036139088798551e-05,9.10499256225115e-05,0.00012654711381820228
-91.6,4.925379160009347e-05,7.726706253817854e-05,7.510561419537363e-05,6.55639985280542e-05,8.779367699396947e-05,8.223843210688353e-05,9.400144086365546e-05,9.010849609365974e-05,0.00012724395453429042
-90.8,5.67446057569034e-05,8.034201463819248e-05,7.192773469897854e-05,7.155379030431965e-05,8.223264697244007e-05,8.455061453596618e-05,9.950516957373959e-05,9.107962836276368e-05,0.00012125527739927398
-90.0,5.5309848090014e-05,8.32749895233057e-05,6.951211444946672e-05,6.94172832060893e-05,8.784203311020525e-05,8.278299891454793e-05,8.850043825319905e-05,8.903047447554031e-05,0.00012547077303538603
-89.2,5.5243776910533587e-05,7.717471347479433e-05,6.774003058496311e-05,7.391421789173985e-05,7.527289216394108e-05,8.235884187382597e-05,8.987342378159656e-05,9.18864708062526e-05,0.00013021269247824005
-88.4,6.413144224729566e-05,7.334906563273086e-05,8.528693167496016e-05,7.051287529602101e-05,8.13723533645424e-05,8.710157441738659e-05,8.383013693521032e-05,9.21757455792979e-05,0.00013107574263204885
-87.6,5.9141220732565474e-05,7.327384019540396e-05,8.16507969094729e-05,7.718649063238019e-05,7.398920092308194e-05,9.103253601911879e-05,8.261025212596465e-05,9.276889542070445e-05,0.00012779816349994363
-86.8,5.841127100412202e-05,7.310349090827344e-05,9.338007853185038e-05,7.412261644418027e-05,7.764049319743766e-05,8.881547558529385e-05,9.164892161649643e-05,9.38590607836953e-05,0.00013238195490938997
-86.0,5.709337955304474e-05,7.869110526298332e-05,7.967463686913783e-05,7.570191379426446e-05,7.949766907541045e-05,9.896563181783783e-05,8.386475172173524e-05,9.440575025310056e-05,0.00012307639539693683
-85.2,6.146910073538975e-05,7.899517934709636e-05,8.791654604929312e-05,7.812277933782489e-05,7.857818626485127e-05,9.712610019609706e-05,9.439229765606767e-05,9.421118884721565e-05,0.00013550275551804907
-84.4,5.644941258770467e-05,7.559243866492612e-05,7.837157326027764e-05,7.806064361621143e-05,8.171251612984079e-05,9.573676358176464e-05,9.134362388633486e-05,9.784900220025284e-05,0.00012968603508551843
-83.6,5.490489050377547e-05,7.770445132014671e-05,8.476000596170798e-05,8.210313946656797e-05,8.330965872815389e-05,0.00010058554707768732,9.855787526136477e-05,9.868538933166219e-05,0.00013087287192366272
