timestep	potential_energy
0	0
5000	-5997.793556
10000	-78033.77347
15000	-146973.7826
20000	-202942.7147
25000	-243392.4983
30000	-272082.0567
35000	-297502.3101
40000	-310259.7434
45000	-322313.2887
50000	-332420.6536
55000	-341260.4276
60000	-348800.6549
65000	-355360.4618
70000	-357022.5901
75000	-362627.8496
80000	-367843.8677
85000	-374575.1615
90000	-380775.0232
95000	-385962.5761
100000	-390492.8206
105000	-394548.2048
110000	-396101.4329
115000	-397964.6425
120000	-400816.2188
125000	-404729.413
130000	-409073.0355
135000	-414412.9339
140000	-417807.1053
145000	-421044.0606
150000	-422473.3459
155000	-425607.2565
160000	-428444.5861
165000	-433280.1119
170000	-434444.072
175000	-436873.9372
180000	-439303.3564
185000	-439446.0795
190000	-439394.8089
195000	-440442.1834
200000	-442518.4456
205000	-443591.9259
210000	-444618.3999
215000	-446220.9071
220000	-450848.6313
225000	-452520.0977
230000	-452987.2431
235000	-454264.3775
240000	-457309.4464
245000	-458483.9072
250000	-459365.1
255000	-460004.2696
260000	-460447.4768
265000	-462040.6257
270000	-462071.3609
275000	-462067.8041
280000	-462042.2681
285000	-462280.1446
290000	-462970.6905
295000	-465464.6431
300000	-466778.2673
305000	-467426.0444
310000	-468073.9388
315000	-470414.7696
320000	-471855.3721
325000	-472554.2885
330000	-472999.5171
335000	-473206.7955
340000	-473228.4854
345000	-473185.4282
350000	-473978.4711
355000	-474993.6672
360000	-475654.8798
365000	-475699.5
370000	-475758.5092
375000	-475665.5193
380000	-475655.1376
385000	-475677.5204
390000	-476936.2915
395000	-476952.8765
400000	-477840.2694
405000	-479092.0367
410000	-479117.6068
415000	-479194.4748
420000	-479652.3394
425000	-479565.4914
430000	-479595.0596
435000	-479740.29
440000	-481294.345
445000	-481255.0188
450000	-481389.0281
455000	-481490.0066
460000	-482304.4113
465000	-482581.5326
470000	-482597.3735
475000	-482866.511
480000	-485174.9393
485000	-486637.2938
490000	-486647.0446
495000	-486624.6429
