time_min,saxs_index,dls_index,sim_frame_index,sim_frame,saxs_distance,dls_distance,combined
10.0,0,1,1,1,0.014302048218386472,0.40046734695561703,0.014302048218386472
20.0,1,3,12,12,0.009395417996143738,0.48015433469902924,0.009395417996143738
30.0,2,5,13,13,0.007436664223078096,0.46176925603545627,0.007436664223078096
40.0,3,7,14,14,0.0066642458202352105,0.35981231150763904,0.0066642458202352105
50.0,4,9,17,17,0.007188792853352413,0.468321795107447,0.007188792853352413
60.0,5,11,18,18,0.006844562866312445,0.8218805142343792,0.006844562866312445
70.0,6,13,19,19,0.005663801823506878,0.8894564825465239,0.005663801823506878
80.0,7,15,20,20,0.00822382406283506,0.7915362887202797,0.00822382406283506
90.0,8,17,21,34,0.010338845050510385,0.9160580849132345,0.010338845050510385
