timestep	potential_energy
0	0
5000	-3235.003252
10000	-44029.67756
15000	-93047.59462
20000	-126126.7318
25000	-152116.6722
30000	-165999.8063
35000	-181749.4519
40000	-193635.0097
45000	-197668.6821
50000	-204623.1308
55000	-210763.0316
60000	-215544.6608
65000	-219913.1387
70000	-224210.4443
75000	-227148.2543
80000	-230420.9961
85000	-235018.4823
90000	-238042.5643
95000	-240369.9191
100000	-241765.7585
105000	-245241.6567
110000	-246151.0709
115000	-247408.4365
120000	-250284.7746
125000	-251734.5037
130000	-252344.6317
135000	-254041.6439
140000	-255327.1228
145000	-255408.1548
150000	-255808.4923
155000	-256638.3653
160000	-257745.3988
165000	-257756.5186
170000	-257983.3349
175000	-258570.3213
180000	-261252.0279
185000	-261565.9225
190000	-261662.5635
195000	-262161.2131
200000	-262130.3901
205000	-262891.541
210000	-263146.4348
215000	-263881.2232
220000	-264549.4045
225000	-265374.8637
230000	-266039.186
235000	-266254.5466
240000	-266714.8542
245000	-266706.5716
250000	-266669.0423
255000	-266791.6932
260000	-266900.884
265000	-267816.7948
270000	-268144.5625
275000	-268407.3732
280000	-269616.8219
285000	-270194.0539
290000	-270660.8475
295000	-271317.5309
300000	-271409.4361
305000	-271567.7267
310000	-272083.6525
315000	-272020.2144
320000	-272095.6764
325000	-272091.2643
330000	-272393.0208
335000	-272829.0846
340000	-272910.4101
345000	-272902.9468
350000	-272982.0664
355000	-272848.8366
360000	-272910.2567
365000	-272958.6434
370000	-273031.0104
375000	-272889.665
380000	-273495.3152
385000	-273491.5647
390000	-274013.5126
395000	-274083.5895
400000	-274082.1434
405000	-274070.7513
410000	-274064.1847
415000	-274047.6997
420000	-274803.0389
425000	-275694.8625
430000	-275757.6153
435000	-276504.9342
440000	-276896.9499
445000	-276983.5007
450000	-276959.9117
455000	-276958.5275
460000	-277652.855
465000	-277843.635
470000	-278090.5692
475000	-278595.2123
480000	-278622.1134
485000	-278775.0315
490000	-279324.4313
495000	-279414.7839
