timestep	potential_energy
0	0
5000	-10199.12721
10000	-117286.9361
15000	-220471.0701
20000	-306814.7078
25000	-383800.6475
30000	-434853.5426
35000	-467354.4384
40000	-495518.6971
45000	-516775.2458
50000	-531844.0618
55000	-550835.9038
60000	-566080.3737
65000	-582960.7203
70000	-591429.6455
75000	-598281.4562
80000	-603124.6896
85000	-610144.6674
90000	-614582.1665
95000	-620134.9388
100000	-621857.7926
105000	-626793.6266
110000	-630171.4093
115000	-631273.4104
120000	-634576.1085
125000	-635830.3989
130000	-637243.7564
135000	-639014.9753
140000	-642228.3971
145000	-643608.7525
150000	-644828.1822
155000	-646741.4297
160000	-647506.9887
165000	-650113.2422
170000	-651903.6111
175000	-654658.8438
180000	-658823.0141
185000	-663133.3097
190000	-666322.4147
195000	-666645.6463
200000	-668407.9529
205000	-670189.3986
210000	-670447.8765
215000	-671933.0344
220000	-672687.4847
225000	-673618.1134
230000	-676526.8031
235000	-681986.8137
240000	-682670.7036
245000	-685330.0469
250000	-686851.0306
255000	-687527.7156
260000	-690298.3935
265000	-690605.8708
270000	-690601.5851
275000	-691653.7048
280000	-693438.5756
285000	-693579.3914
290000	-693818.3343
295000	-694689.3783
300000	-695346.4038
305000	-695564.3102
310000	-695641.6403
315000	-696281.1265
320000	-697130.1408
325000	-697925.0459
330000	-698868.9338
335000	-699267.7033
340000	-699402.723
345000	-699487.769
350000	-699465.3605
355000	-699483.4302
360000	-699443.7553
365000	-701331.2922
370000	-701447.4787
375000	-701672.265
380000	-701525.0305
385000	-701643.5625
390000	-701612.2874
395000	-701679.1109
400000	-701654.3895
405000	-701675.0223
410000	-701660.2203
415000	-701674.2205
420000	-701656.8154
425000	-702542.0742
430000	-702921.2078
435000	-703370.7831
440000	-703357.4872
445000	-703470.1661
450000	-703332.9335
455000	-703369.716
460000	-703334.6943
465000	-703423.0798
470000	-703368.8873
475000	-703592.3806
480000	-704233.0106
485000	-704808.6932
490000	-704914.9447
495000	-704855.9127
